sample,celltype,n,frac,group
HK2896,GS_Stromal,9,0.0021983390327308255,Control
HK2896,IC_A,21,0.005129457743038593,Control
HK2896,IC_B,7,0.001709819247679531,Control
HK2896,M_TAL,1,0.0002442598925256473,Control
HK2896,Mac,33,0.00806057645334636,Control
HK2896,Macula_Densa,1,0.0002442598925256473,Control
HK2896,Mes,2,0.0004885197850512946,Control
HK2896,MyoFib/VSMC,8,0.0019540791402051783,Control
HK2896,NK,34,0.008304836345872008,Control
HK2896,Neural_Cells,1,0.0002442598925256473,Control
HK2896,Neutrophil,62,0.015144113336590131,Control
HK2896,PC,8,0.0019540791402051783,Control
HK2896,PT_S1,1418,0.3463605276013679,Control
HK2896,PT_S2,915,0.22349780166096728,Control
HK2896,PT_S3,434,0.10600879335613092,Control
HK2896,Podo,14,0.003419638495359062,Control
HK2896,RBC,2,0.0004885197850512946,Control
HK2896,cDC,1,0.0002442598925256473,Control
HK2896,iPT,26,0.006350757205666829,Control
HK2898,Ascending_Thin_LOH,4,0.0003848003848003848,Control
HK2898,B_Naive,6,0.0005772005772005772,Control
HK2898,B_memory,8,0.0007696007696007696,Control
HK2898,CD14_Mono,2,0.0001924001924001924,Control
HK2898,CD16_Mono,21,0.00202020202020202,Control
HK2898,CD4T,19,0.0018278018278018277,Control
HK2898,CD8T,74,0.007118807118807119,Control
HK2898,CNT,516,0.04963924963924964,Control
HK2898,C_TAL,333,0.032034632034632034,Control
HK2898,DCT1,1220,0.11736411736411737,Control
HK2898,DCT2,271,0.02607022607022607,Control
HK2898,Des-Thin_Limb,187,0.01798941798941799,Control
HK2898,Endo_GC,183,0.017604617604617605,Control
HK2898,Endo_Peritubular,924,0.08888888888888889,Control
HK2898,Fibroblast_1,52,0.005002405002405002,Control
HK2898,Fibroblast_2,44,0.004232804232804233,Control
HK2898,GS_Stromal,3,0.0002886002886002886,Control
HK2898,IC_A,670,0.06445406445406446,Control
HK2898,IC_B,44,0.004232804232804233,Control
HK2898,M_TAL,44,0.004232804232804233,Control
HK2898,Mac,27,0.0025974025974025974,Control
HK2898,Macula_Densa,63,0.006060606060606061,Control
HK2898,Mes,28,0.0026936026936026937,Control
HK2898,MyoFib/VSMC,7,0.0006734006734006734,Control
HK2898,NK,4,0.0003848003848003848,Control
HK2898,Neural_Cells,2,0.0001924001924001924,Control
HK2898,Neutrophil,2,0.0001924001924001924,Control
HK2898,PC,141,0.013564213564213565,Control
HK2898,PEC,23,0.0022126022126022125,Control
HK2898,PT_S1,2558,0.2460798460798461,Control
HK2898,PT_S2,1129,0.10860990860990861,Control
HK2898,PT_S3,1252,0.12044252044252045,Control
HK2898,Plasma_Cells,3,0.0002886002886002886,Control
HK2898,Podo,16,0.0015392015392015391,Control
HK2898,RBC,1,9.62000962000962e-05,Control
HK2898,cDC,1,9.62000962000962e-05,Control
HK2898,iPT,513,0.04935064935064935,Control
HK2899,B_Naive,2,0.000667334000667334,Control
HK2899,B_memory,1,0.000333667000333667,Control
HK2899,CD16_Mono,4,0.001334668001334668,Control
HK2899,CD4T,2,0.000667334000667334,Control
HK2899,CD8T,3,0.001001001001001001,Control
HK2899,CNT,193,0.06439773106439774,Control
HK2899,C_TAL,263,0.08775442108775443,Control
HK2899,DCT1,644,0.21488154821488153,Control
HK2899,DCT2,111,0.037037037037037035,Control
HK2899,Des-Thin_Limb,24,0.008008008008008008,Control
HK2899,Endo_GC,130,0.04337671004337671,Control
HK2899,Endo_Peritubular,73,0.02435769102435769,Control
HK2899,Fibroblast_1,13,0.004337671004337671,Control
HK2899,Fibroblast_2,32,0.010677344010677344,Control
HK2899,GS_Stromal,4,0.001334668001334668,Control
HK2899,IC_A,317,0.10577243910577244,Control
HK2899,IC_B,45,0.015015015015015015,Control
HK2899,M_TAL,33,0.011011011011011011,Control
HK2899,Mac,5,0.001668335001668335,Control
HK2899,Macula_Densa,10,0.00333667000333667,Control
HK2899,Mes,7,0.002335669002335669,Control
HK2899,MyoFib/VSMC,4,0.001334668001334668,Control
HK2899,Neural_Cells,4,0.001334668001334668,Control
HK2899,PC,78,0.026026026026026026,Control
HK2899,PEC,28,0.009342676009342675,Control
HK2899,PT_S1,581,0.19386052719386052,Control
HK2899,PT_S2,110,0.03670337003670337,Control
HK2899,PT_S3,27,0.009009009009009009,Control
HK2899,Podo,70,0.02335669002335669,Control
HK2899,cDC,1,0.000333667000333667,Control
HK2899,iPT,178,0.05939272605939273,Control
HK2923,B_Naive,23,0.004508036064288515,Control
HK2923,B_memory,1,0.0001960015680125441,Control
HK2923,CD14_Mono,6,0.0011760094080752645,Control
HK2923,CD16_Mono,31,0.006076048608388867,Control
HK2923,CD4T,36,0.007056056448451587,Control
HK2923,CD8T,35,0.006860054880439044,Control
HK2923,CNT,34,0.006664053312426499,Control
HK2923,C_TAL,170,0.033320266562132494,Control
HK2923,DCT1,58,0.011368090944727557,Control
HK2923,DCT2,30,0.005880047040376323,Control
HK2923,Des-Thin_Limb,21,0.004116032928263426,Control
HK2923,Endo_GC,603,0.11818894551156409,Control
HK2923,Endo_Peritubular,196,0.03841630733045864,Control
HK2923,Fibroblast_1,1,0.0001960015680125441,Control
HK2923,Fibroblast_2,11,0.002156017248137985,Control
HK2923,IC_A,218,0.042728341826734614,Control
HK2923,IC_B,3,0.0005880047040376323,Control
HK2923,M_TAL,41,0.008036064288514309,Control
HK2923,Mac,102,0.0199921599372795,Control
HK2923,Macula_Densa,32,0.006272050176401411,Control
HK2923,NK,54,0.010584084672677381,Control
HK2923,Neural_Cells,1,0.0001960015680125441,Control
HK2923,Neutrophil,38,0.007448059584476676,Control
HK2923,PC,11,0.002156017248137985,Control
HK2923,PT_S1,1872,0.36691493531948255,Control
HK2923,PT_S2,730,0.1430811446491572,Control
HK2923,PT_S3,682,0.1336730693845551,Control
HK2923,Plasma_Cells,2,0.0003920031360250882,Control
HK2923,Podo,10,0.001960015680125441,Control
HK2923,Prolif_Lym,2,0.0003920031360250882,Control
HK2923,iPT,47,0.009212073696589572,Control
HK2923,pDC,1,0.0001960015680125441,Control
HK2924,Ascending_Thin_LOH,12,0.0040609137055837565,Control
HK2924,B_Naive,11,0.003722504230118443,Control
HK2924,B_memory,1,0.00033840947546531303,Control
HK2924,CD14_Mono,4,0.0013536379018612521,Control
HK2924,CD16_Mono,65,0.021996615905245348,Control
HK2924,CD4T,105,0.03553299492385787,Control
HK2924,CD8T,218,0.07377326565143824,Control
HK2924,CNT,8,0.0027072758037225042,Control
HK2924,C_TAL,60,0.02030456852791878,Control
HK2924,DCT1,8,0.0027072758037225042,Control
HK2924,DCT2,3,0.0010152284263959391,Control
HK2924,Des-Thin_Limb,20,0.00676818950930626,Control
HK2924,Endo_GC,878,0.2971235194585448,Control
HK2924,Endo_Peritubular,100,0.0338409475465313,Control
HK2924,Fibroblast_1,3,0.0010152284263959391,Control
HK2924,Fibroblast_2,10,0.00338409475465313,Control
HK2924,GS_Stromal,1,0.00033840947546531303,Control
HK2924,IC_A,112,0.03790186125211506,Control
HK2924,IC_B,4,0.0013536379018612521,Control
HK2924,M_TAL,5,0.001692047377326565,Control
HK2924,Mac,31,0.010490693739424704,Control
HK2924,Macula_Densa,8,0.0027072758037225042,Control
HK2924,NK,115,0.038917089678511,Control
HK2924,Neural_Cells,2,0.0006768189509306261,Control
HK2924,Neutrophil,94,0.031810490693739424,Control
HK2924,PC,37,0.012521150592216581,Control
HK2924,PT_S1,766,0.2592216582064298,Control
HK2924,PT_S2,150,0.050761421319796954,Control
HK2924,PT_S3,108,0.03654822335025381,Control
HK2924,Plasma_Cells,3,0.0010152284263959391,Control
HK2924,Podo,5,0.001692047377326565,Control
HK2924,RBC,3,0.0010152284263959391,Control
HK2924,iPT,5,0.001692047377326565,Control
HK2976,CNT,2,0.16666666666666666,HKD
HK2976,PC,1,0.08333333333333333,HKD
HK2976,PT_S2,1,0.08333333333333333,HKD
HK2976,iPT,8,0.6666666666666666,HKD
